# evalue %pos coverage querylength bitsocre alignlen %ident
22. 100.00 22 9 8.53 2 100.00
22. 100.00 33 9 8.01 3 33.33
22. 100.00 5 40 10.12 2 100.00
22. 100.00 5 40 10.12 2 100.00
22. 100.00 6 29 10.51 2 100.00
22. 100.00 6 65 11.58 4 25.00
22. 100.00 6 65 12.09 4 75.00
22. 100.00 6 65 12.09 4 75.00
22. 100.00 8 36 12.12 3 100.00
22. 100.00 8 36 12.12 3 100.00
22. 100.00 8 36 12.12 3 100.00
22. 100.00 8 36 12.12 3 100.00
22. 100.00 9 31 10.86 3 100.00
22. 42.86 58 36 12.05 21 28.57
22. 50.00 15 65 12.09 10 40.00
22. 50.00 19 31 9.47 6 33.33
22. 50.00 48 41 11.25 20 15.00
22. 54.55 35 31 10.86 11 27.27
22. 57.14 17 40 11.54 7 28.57
22. 57.14 17 41 10.76 7 28.57
22. 57.14 48 29 10.51 14 7.14
22. 60.00 13 36 9.72 5 60.00
22. 60.00 13 36 9.72 5 60.00
22. 62.50 27 29 9.52 8 25.00
22. 66.67 29 31 9.47 9 11.11
22. 66.67 33 9 7.49 3 33.33
22. 66.67 33 9 7.49 3 33.33
22. 66.67 33 9 9.05 3 66.67
22. 71.43 17 41 11.25 7 57.14
22. 71.43 19 36 12.05 7 42.86
22. 71.43 24 29 10.51 7 42.86
22. 72.73 37 29 10.51 11 18.18
22. 75.00 10 40 10.59 4 75.00
22. 75.00 11 36 12.05 4 75.00
22. 75.00 11 36 9.72 4 75.00
22. 75.00 11 36 9.72 4 75.00
22. 77.78 22 40 12.02 9 22.22
22. 80.00 12 40 10.12 5 60.00
22. 80.00 15 33 9.67 5 20.00
22. 80.00 16 31 11.47 5 60.00
22. 80.00 16 31 9.47 5 40.00
22. 80.00 25 40 12.02 10 30.00
22. 83.33 18 33 9.67 6 16.67
22. 83.33 22 27 9.61 6 33.33
22. 83.33 22 27 9.61 6 33.33
23. 100.00 10 29 10.13 3 33.33
23. 100.00 11 36 11.10 4 50.00
23. 100.00 7 42 10.63 3 100.00
23. 100.00 8 36 11.10 3 66.67
23. 100.00 9 31 9.47 3 66.67
23. 100.00 9 33 11.22 3 33.33
23. 100.00 9 41 11.25 4 50.00
23. 50.00 19 31 9.47 6 33.33
23. 50.00 34 41 11.25 14 21.43
23. 53.33 37 40 10.00 15 6.67
23. 53.33 37 40 10.00 15 6.67
23. 56.25 39 41 10.28 16 25.00
23. 56.25 39 41 10.76 16 18.75
23. 60.00 16 31 10.97 5 60.00
23. 60.00 32 31 11.47 10 40.00
23. 60.00 32 31 9.97 10 30.00
23. 62.50 29 27 9.61 8 12.50
23. 62.50 29 27 9.61 8 12.50
23. 63.64 39 28 10.09 11 27.27
23. 66.67 15 39 11.02 6 66.67
23. 66.67 19 31 9.47 6 33.33
23. 66.67 21 28 9.23 6 33.33
23. 66.67 35 42 11.14 15 26.67
23. 71.43 19 36 13.00 7 42.86
23. 71.43 21 33 10.70 7 14.29
23. 75.00 10 37 11.14 4 75.00
23. 80.00 15 33 10.19 5 60.00
23. 80.00 16 31 10.97 5 20.00
23. 80.00 17 28 9.58 5 20.00
23. 80.00 18 27 9.61 5 40.00
23. 80.00 18 27 9.61 5 40.00
23. 83.33 16 36 11.10 6 33.33
23. 83.33 20 29 10.64 6 50.00
23. 85.71 17 40 10.00 7 28.57
23. 85.71 17 40 10.00 7 28.57
24. 100.00 10 29 10.02 3 66.67
24. 100.00 10 29 10.51 3 100.00
24. 100.00 11 17 8.46 2 100.00
24. 100.00 18 11 8.81 2 100.00
24. 100.00 18 11 8.81 2 100.00
24. 100.00 22 9 8.01 2 50.00
24. 100.00 22 9 8.53 2 100.00
24. 100.00 22 9 8.53 2 100.00
24. 100.00 33 9 7.49 3 33.33
24. 100.00 37 8 7.01 3 33.33
24. 100.00 5 36 9.67 2 100.00
24. 100.00 7 39 10.57 3 66.67
24. 100.00 8 36 10.15 3 66.67
24. 100.00 8 36 11.16 3 100.00
24. 100.00 8 36 11.16 3 100.00
24. 100.00 8 36 9.72 3 66.67
24. 100.00 8 36 9.72 3 66.67
24. 100.00 8 36 9.72 3 66.67
24. 100.00 8 36 9.72 3 66.67
24. 100.00 8 37 10.13 3 33.33
24. 100.00 9 31 10.37 3 100.00
24. 100.00 9 31 9.39 3 33.33
24. 100.00 9 31 9.88 3 66.67
24. 42.11 57 33 10.70 19 10.53
24. 44.44 25 36 11.58 9 33.33
24. 50.00 16 36 11.16 6 50.00
24. 50.00 16 36 11.16 6 50.00
24. 52.94 43 39 10.55 17 23.53
24. 54.55 40 27 10.12 11 27.27
24. 54.55 40 27 10.12 11 27.27
24. 55.56 29 31 10.37 9 33.33
24. 57.14 19 36 11.58 7 57.14
24. 58.33 33 36 9.67 12 33.33
24. 60.00 29 17 8.46 5 40.00
24. 62.50 20 39 10.57 8 37.50
24. 62.50 25 31 9.39 8 25.00
24. 63.64 37 29 10.02 11 27.27
24. 64.29 33 42 11.64 14 14.29
24. 66.67 16 37 11.14 6 33.33
24. 66.67 19 31 9.39 6 50.00
24. 66.67 33 36 10.15 12 25.00
24. 66.67 33 36 11.10 12 25.00
24. 66.67 33 9 7.49 3 33.33
24. 66.67 33 9 7.49 3 66.67
24. 66.67 33 9 8.01 3 66.67
24. 66.67 37 8 7.01 3 66.67
24. 66.67 37 8 8.09 3 66.67
24. 66.67 42 7 6.98 3 33.33
24. 70.00 37 27 10.12 10 20.00
24. 70.00 37 27 10.12 10 20.00
24. 71.43 17 40 10.59 7 57.14
24. 75.00 11 36 10.20 4 50.00
24. 75.00 11 36 10.20 4 50.00
24. 75.00 23 17 9.46 4 75.00
24. 75.00 24 33 10.70 8 12.50
24. 80.00 12 40 10.59 5 60.00
24. 80.00 16 31 10.47 5 40.00
24. 80.00 16 31 9.47 5 40.00
24. 80.00 16 31 9.47 5 40.00
24. 83.33 14 42 10.12 6 33.33
24. 83.33 22 27 10.12 6 33.33
24. 83.33 22 27 10.12 6 33.33
24. 83.33 22 27 10.12 6 50.00
24. 83.33 22 27 10.12 6 50.00
25. 100.00 10 28 9.23 3 66.67
25. 100.00 10 29 9.52 3 33.33
25. 100.00 11 27 11.65 3 100.00
25. 100.00 11 27 11.65 3 100.00
25. 100.00 11 27 9.61 3 100.00
25. 100.00 11 27 9.61 3 100.00
25. 100.00 11 36 10.68 4 50.00
25. 100.00 11 36 10.68 4 50.00
25. 100.00 15 39 10.10 6 33.33
25. 100.00 18 11 8.32 2 100.00
25. 100.00 18 11 8.32 2 100.00
25. 100.00 22 9 7.49 2 50.00
25. 100.00 25 8 7.01 2 50.00
25. 100.00 25 8 7.55 2 100.00
25. 100.00 28 7 6.46 2 50.00
25. 100.00 28 7 6.46 2 50.00
25. 100.00 28 7 6.98 2 50.00
25. 100.00 28 7 6.98 2 50.00
25. 100.00 4 41 10.28 2 100.00
25. 100.00 5 39 10.10 2 100.00
25. 100.00 5 39 10.10 2 100.00
25. 100.00 5 39 10.10 2 100.00
25. 100.00 7 41 10.76 3 100.00
25. 100.00 8 36 9.67 3 66.67
25. 100.00 9 42 11.64 4 75.00
25. 37.50 20 39 10.10 8 37.50
25. 42.86 50 28 10.09 14 21.43
25. 45.45 33 33 10.19 11 27.27
25. 47.06 41 41 10.76 17 29.41
25. 50.00 25 31 9.97 8 37.50
25. 50.00 34 41 10.76 14 28.57
25. 50.00 57 7 6.46 4 50.00
25. 52.38 32 65 12.09 21 14.29
25. 52.63 47 40 11.07 19 10.53
25. 60.00 13 36 10.68 5 60.00
25. 60.00 13 36 10.68 5 60.00
25. 60.00 13 36 11.16 5 60.00
25. 60.00 13 36 11.16 5 60.00
25. 60.00 27 36 10.62 10 30.00
25. 64.71 58 29 10.02 17 17.65
25. 66.67 14 41 10.76 6 66.67
25. 66.67 19 31 9.97 6 50.00
25. 66.67 23 39 11.04 9 22.22
25. 66.67 33 27 9.61 9 33.33
25. 66.67 33 27 9.61 9 33.33
25. 70.00 35 28 9.75 10 20.00
25. 71.43 10 65 11.08 7 42.86
25. 71.43 22 31 9.88 7 42.86
25. 71.43 24 29 11.51 7 28.57
25. 75.00 10 39 10.10 4 50.00
25. 75.00 11 36 11.10 4 75.00
25. 75.00 13 29 9.52 4 75.00
25. 75.00 14 28 9.58 4 50.00
25. 75.00 9 41 10.28 4 75.00
25. 75.00 9 42 10.63 4 75.00
25. 80.00 12 41 10.76 5 60.00
25. 83.33 16 36 10.68 6 50.00
25. 83.33 16 36 10.68 6 50.00
25. 83.33 9 65 11.08 6 50.00
25. 87.50 20 39 11.04 8 37.50
26. 100.00 10 28 9.23 3 66.67
26. 100.00 10 28 9.23 3 66.67
26. 100.00 10 28 9.58 3 66.67
26. 100.00 10 29 9.51 3 33.33
26. 100.00 14 28 9.23 4 50.00
26. 100.00 16 36 10.15 6 33.33
26. 100.00 7 40 10.00 3 100.00
26. 100.00 7 40 10.00 3 100.00
26. 100.00 7 41 10.76 3 66.67
26. 100.00 7 41 10.76 3 66.67
26. 100.00 8 36 11.16 3 100.00
26. 100.00 8 36 11.16 3 100.00
26. 100.00 8 37 10.13 3 33.33
26. 100.00 9 33 9.67 3 66.67
26. 38.89 50 36 10.62 18 11.11
26. 44.44 25 36 10.62 9 33.33
26. 45.45 39 28 9.75 11 27.27
26. 46.15 44 29 10.02 13 15.38
26. 50.00 25 40 12.00 10 30.00
26. 50.00 25 40 12.00 10 30.00
26. 50.00 27 29 10.02 8 37.50
26. 50.00 41 29 9.52 12 33.33
26. 50.00 44 9 8.01 4 50.00
26. 50.00 45 31 10.47 14 28.57
26. 50.00 45 31 9.39 14 35.71
26. 57.14 17 40 11.00 7 57.14
26. 57.14 17 40 11.00 7 57.14
26. 57.14 21 33 9.67 7 14.29
26. 57.14 21 33 9.67 7 57.14
26. 57.14 45 31 10.47 14 21.43
26. 60.00 12 40 11.00 5 60.00
26. 60.00 12 40 11.00 5 60.00
26. 60.00 13 36 9.72 5 60.00
26. 60.00 13 36 9.72 5 60.00
26. 62.50 19 42 11.14 8 25.00
26. 62.50 20 40 10.00 8 37.50
26. 62.50 20 40 10.00 8 37.50
26. 66.67 16 36 10.62 6 50.00
26. 66.67 16 36 9.72 6 16.67
26. 66.67 16 36 9.72 6 16.67
26. 66.67 16 37 10.13 6 50.00
26. 66.67 19 31 9.47 6 50.00
26. 66.67 20 29 10.02 6 50.00
26. 66.67 29 41 10.28 12 25.00
26. 66.67 37 40 10.00 15 13.33
26. 66.67 37 40 10.00 15 13.33
26. 70.00 25 40 10.00 10 40.00
26. 70.00 25 40 10.00 10 40.00
26. 71.43 18 37 12.66 7 57.14
26. 71.43 19 36 11.16 7 14.29
26. 71.43 19 36 11.16 7 14.29
26. 75.00 10 37 10.13 4 50.00
26. 75.00 10 40 10.50 4 75.00
26. 75.00 10 40 10.50 4 75.00
26. 75.00 11 36 10.15 4 75.00
26. 75.00 12 31 9.47 4 50.00
26. 75.00 14 28 9.23 4 75.00
26. 75.00 24 33 10.19 8 37.50
26. 80.00 12 40 11.00 5 60.00
26. 80.00 12 40 11.00 5 60.00
26. 80.00 13 37 11.14 5 40.00
26. 80.00 17 29 9.63 5 20.00
26. 81.82 27 40 11.00 11 9.09
26. 81.82 27 40 11.00 11 9.09
26. 83.33 15 39 10.57 6 50.00
26. 83.33 16 37 10.64 6 50.00
26. 83.33 21 28 9.23 6 33.33
26. 85.71 17 40 10.00 7 42.86
26. 85.71 17 40 10.00 7 42.86
26. 85.71 17 40 10.00 7 42.86
26. 85.71 17 40 10.00 7 42.86
26. 85.71 21 33 10.19 7 14.29
26. 90.00 25 40 10.00 10 20.00
26. 90.00 25 40 10.00 10 20.00
27. 100.00 10 28 9.23 3 66.67
27. 100.00 10 28 9.75 3 66.67
27. 100.00 11 17 8.46 2 100.00
27. 100.00 11 17 8.46 2 100.00
27. 100.00 11 36 9.67 4 50.00
27. 100.00 13 29 10.02 4 25.00
27. 100.00 14 28 9.75 4 50.00
27. 100.00 17 17 8.46 3 66.67
27. 100.00 22 9 7.49 2 100.00
27. 100.00 22 9 8.01 2 100.00
27. 100.00 28 7 6.46 2 50.00
27. 100.00 42 7 6.46 3 33.33
27. 100.00 4 41 10.28 2 100.00
27. 100.00 5 36 9.72 2 100.00
27. 100.00 5 36 9.72 2 100.00
27. 100.00 7 28 9.23 2 100.00
27. 100.00 8 36 10.20 3 100.00
27. 100.00 8 36 10.20 3 100.00
27. 100.00 8 36 9.67 3 66.67
27. 100.00 9 31 9.39 3 66.67
27. 100.00 9 41 10.28 4 50.00
27. 40.00 32 31 9.39 10 30.00
27. 40.00 32 31 9.88 10 30.00
27. 42.86 22 31 9.47 7 42.86
27. 44.44 22 40 10.00 9 33.33
27. 44.44 22 40 10.00 9 33.33
27. 45.45 35 31 9.88 11 36.36
27. 50.00 27 36 10.68 10 20.00
27. 50.00 27 36 10.68 10 20.00
27. 50.00 34 29 9.52 10 40.00
27. 50.00 44 36 9.67 16 18.75
27. 53.85 36 36 10.68 13 15.38
27. 53.85 36 36 10.68 13 15.38
27. 54.55 26 41 10.28 11 18.18
27. 57.14 19 36 10.15 7 42.86
27. 57.14 19 36 9.67 7 42.86
27. 57.14 19 36 9.67 7 42.86
27. 57.14 21 33 9.67 7 57.14
27. 57.14 25 27 9.61 7 28.57
27. 57.14 25 27 9.61 7 28.57
27. 57.14 25 28 9.23 7 28.57
27. 57.14 41 17 8.46 7 28.57
27. 60.00 13 36 10.15 5 40.00
27. 60.00 13 36 9.67 5 60.00
27. 60.00 13 36 9.72 5 40.00
27. 60.00 13 36 9.72 5 40.00
27. 60.00 25 39 10.08 10 40.00
27. 62.50 24 33 9.67 8 25.00
27. 66.67 11 27 9.61 3 66.67
27. 66.67 11 27 9.61 3 66.67
27. 66.67 16 36 9.67 6 33.33
27. 66.67 16 36 9.67 6 50.00
27. 66.67 16 37 10.13 6 33.33
27. 66.67 19 31 9.88 6 16.67
27. 66.67 19 31 9.88 6 16.67
27. 66.67 21 28 9.23 6 33.33
27. 66.67 21 42 10.63 9 11.11
27. 70.00 27 36 10.62 10 20.00
27. 71.43 17 40 10.50 7 42.86
27. 71.43 17 40 10.50 7 42.86
27. 75.00 11 36 10.20 4 50.00
27. 75.00 11 36 10.20 4 50.00
27. 75.00 11 36 10.68 4 50.00
27. 75.00 11 36 10.68 4 50.00
27. 75.00 12 31 9.47 4 50.00
27. 75.00 22 36 13.00 8 25.00
27. 75.00 23 17 8.46 4 75.00
27. 75.00 29 41 10.28 12 25.00
27. 80.00 13 37 10.13 5 60.00
27. 80.00 16 31 9.47 5 20.00
27. 80.00 16 31 9.47 5 40.00
27. 80.00 17 29 9.52 5 60.00
27. 80.00 29 17 8.46 5 40.00
27. 83.33 14 42 10.63 6 50.00
27. 83.33 15 40 10.12 6 50.00
27. 85.71 19 36 10.20 7 28.57
27. 85.71 19 36 10.20 7 28.57
28. 100.00 4 65 11.08 3 33.33
28. 100.00 5 36 9.72 2 100.00
28. 100.00 5 36 9.72 2 100.00
28. 37.50 44 36 9.67 16 18.75
28. 43.75 24 65 12.59 16 18.75
28. 50.00 50 8 7.01 4 50.00
28. 54.55 26 42 10.12 11 18.18
28. 57.14 22 31 9.39 7 28.57
28. 57.14 22 31 9.47 7 42.86
28. 60.00 17 28 9.23 5 40.00
28. 60.00 27 36 9.72 10 30.00
28. 60.00 27 36 9.72 10 30.00
28. 63.64 26 42 10.12 11 18.18
28. 66.67 9 31 9.47 3 66.67
28. 75.00 11 36 9.67 4 50.00
28. 80.00 13 36 10.68 5 60.00
28. 80.00 13 36 10.68 5 60.00
29. 100.00 13 36 11.64 5 40.00
29. 100.00 13 36 11.64 5 40.00
29. 100.00 5 36 9.67 2 100.00
29. 80.00 13 36 11.58 5 60.00
30. 57.14 22 31 9.39 7 42.86
30. 66.67 16 37 10.64 6 66.67
30. 66.67 24 37 11.14 9 33.33
30. 75.00 14 28 9.23 4 25.00
30. 85.71 17 40 12.02 7 57.14
31. 50.00 20 29 9.51 6 16.67
31. 55.56 13 65 12.09 9 33.33
32. 100.00 11 36 9.67 4 50.00
32. 55.56 25 36 10.68 9 33.33
32. 55.56 25 36 10.68 9 33.33
32. 57.14 19 36 11.16 7 57.14
32. 57.14 19 36 11.16 7 57.14
32. 60.00 13 36 9.67 5 40.00
32. 66.67 16 36 10.68 6 16.67
32. 66.67 16 36 10.68 6 16.67
32. 70.00 27 36 11.64 10 30.00
32. 70.00 27 36 11.64 10 30.00
33. 54.55 30 36 9.72 11 18.18
33. 54.55 30 36 9.72 11 18.18
33. 85.71 17 39 11.49 7 14.29
34. 66.67 31 29 10.50 9 44.44
35. 100.00 10 29 10.51 3 33.33
35. 100.00 5 36 9.72 2 100.00
35. 100.00 5 36 9.72 2 100.00
35. 60.00 7 65 11.58 5 40.00
36. 100.00 10 28 9.75 3 33.33
36. 66.67 16 36 9.72 6 16.67
36. 66.67 16 36 9.72 6 16.67
36. 80.00 13 36 9.72 5 40.00
36. 80.00 13 36 9.72 5 40.00
36. 80.00 24 41 10.76 10 10.00
37. 100.00 11 36 9.72 4 25.00
37. 100.00 11 36 9.72 4 25.00
37. 53.33 23 65 11.08 15 26.67
37. 66.67 9 65 12.59 6 33.33
37. 75.00 10 37 10.64 4 75.00
37. 75.00 6 65 12.09 4 50.00
37. 83.33 16 37 10.64 6 50.00
38. 50.00 16 37 10.13 6 50.00
38. 66.67 9 65 11.08 6 50.00
38. 71.43 21 33 10.70 7 14.29
38. 71.43 22 31 9.47 7 14.29
39. 100.00 8 36 10.62 3 66.67
39. 75.00 11 36 10.62 4 75.00
39. 75.00 13 29 10.02 4 50.00
40. 100.00 13 29 9.51 4 25.00
40. 60.00 25 39 10.57 10 40.00
40. 75.00 13 29 10.50 4 50.00
41. 57.14 17 39 10.55 7 28.57
41. 75.00 11 36 10.62 4 75.00
41. 83.33 15 40 10.59 6 16.67
42. 100.00 10 40 10.00 4 75.00
42. 100.00 10 40 10.00 4 75.00
42. 61.54 36 36 10.62 13 15.38
42. 75.00 10 40 10.00 4 75.00
42. 75.00 10 40 10.00 4 75.00
42. 75.00 6 65 12.09 4 75.00
43. 100.00 7 41 10.76 3 66.67
43. 71.43 19 36 9.72 7 28.57
43. 71.43 19 36 9.72 7 28.57
43. 80.00 12 41 10.76 5 60.00
43. 80.00 17 28 9.58 5 40.00
44. 100.00 12 33 10.19 4 50.00
44. 100.00 21 33 9.67 7 28.57
44. 44.44 25 36 10.15 9 44.44
44. 60.00 13 36 10.15 5 60.00
44. 60.00 16 31 9.47 5 60.00
44. 80.00 13 36 10.15 5 40.00
45. 100.00 8 36 9.67 3 66.67
45. 46.15 36 36 9.72 13 30.77
45. 46.15 36 36 9.72 13 30.77
45. 50.00 33 36 10.62 12 16.67
46. 100.00 4 41 10.28 2 100.00
46. 75.00 12 31 9.39 4 75.00
47. 100.00 5 36 9.72 2 100.00
47. 100.00 5 36 9.72 2 100.00
47. 100.00 6 65 11.08 4 25.00
47. 60.00 13 36 9.72 5 40.00
47. 60.00 13 36 9.72 5 40.00
47. 83.33 15 40 10.12 6 16.67
47. 83.33 9 65 11.58 6 50.00
50. 100.00 11 36 9.72 4 50.00
50. 100.00 11 36 9.72 4 50.00
50. 100.00 5 36 9.67 2 100.00
50. 100.00 8 36 9.72 3 66.67
50. 100.00 8 36 9.72 3 66.67
51. 100.00 5 36 9.67 2 100.00
51. 100.00 7 40 10.00 3 100.00
51. 100.00 7 40 10.00 3 100.00
51. 60.00 12 40 10.00 5 40.00
51. 60.00 12 40 10.00 5 40.00
51. 75.00 10 37 10.13 4 50.00
53. 62.50 12 65 11.08 8 12.50
53. 66.67 32 28 9.23 9 11.11
54. 83.33 16 37 10.13 6 50.00
76. 100.00 14 28 9.23 4 50.00
76. 100.00 7 28 9.23 2 100.00
85. 66.67 21 28 9.23 6 50.00
